ក	kɑɑ
រលម	rɔ\.lɔɔm
រលរ	rɔ\.lɔɔ
រលា	rɔ\.lie
រលី	rɔ\.lii
រលើ	rɔ\.ləə
រលឿ	rɔ\.lɨə
រលេ	rɔ\.lee
រលៃ	rɔ\.lej
រលំ	rɔ\.lum
រលះ	rɔ\.leah
រល់	rul
រវច	rɔ\.wɔɔc
រវម	rɔ\.wɔɔm
រវេ	rɔ\.wee
រវៃ	rɔ\.wej
រសក	rɔ\.sɑɑk
រសី	rɔ\.səj
រស់	ruəh
រហក	rɔ\.hɑɑk
រហប	rɔ\.hɑɑp
រហែ	rɔ\.hae
រឡូ	rɔ\.loo
រឡៅ	rɔ\.law
រអា	rɔ\.ʔaa
រអៃ	rɔ\.ʔaj
រាក	riek
រាង	rieŋ
រាច	riec
រាន	rien
រាប	riep
រាយ	riej
រាល	riel
រាវ	riew
រាំ	roam
រិញ	rɨɲ
រិម	rɨm
រិល	rɨl
រិះ	rih
រីក	riik
រីង	riiŋ
រីត	riit
រឹង	rɨŋ
រឹត	rɨt
រឹប	rɨp
រឹម	rɨm
រឹល	rɨl
រឹះ	rɨh
រឺត	rɨɨt
រុក	ruk
រុង	ruŋ
រុញ	ruɲ
រុត	rut
រុន	run
រុយ	ruj
រុល	rul
រុំ	rum
រុះ	ruh
រូង	ruuŋ
រូត	ruut
រូស	ruuh
រួច	ruəc
រួញ	ruəɲ
រួត	ruət
រួន	ruən
រួប	ruəp
រួម	ruəm
រួយ	ruəj
រួល	ruəl
រួស	ruəh
រើប	rəəp
រើម	rəəm
រើស	rəəh
រឿង	rɨəŋ
រឿយ	rɨəj
រៀង	riəŋ
រៀន	riən
រៀប	riəp
រៀម	riəm
រៀវ	riəw
រេច	reec
រេញ	reeɲ
រេល	reel
រេះ	reh
រែក	rɛɛk
រែង	rɛɛŋ
រែះ	rɛh
រោក	rook
រោង	rooŋ
រោច	rooc
រោម	room
រោយ	rooj
រោល	rool
រំហ	rum\.hɑɑ
រ៉ក	rɑɑk
រ៉ា	raa
រ៉ី	rəj
រ៉េ	ree
រ៉ែ	rae
រ៉ៃ	raj
លក់	luək
លង់	luŋ
លញ់	luɲ
លត់	lut
លន់	lun
លប់	lup
លលក	lɔ\.lɔɔk
លលេ	lɔ\.lee
លលៃ	lɔ\.lej
លស់	luəh
លាក	liek
លាង	lieŋ
លាញ	lieɲ
លាត	liet
លាន	lien
លាម	liem
លាយ	liej
លាវ	liew
លាស	lieh
លាំ	loam
លិច	lɨc
លិញ	lɨɲ
លីង	liiŋ
លីវ	liiw
លឹន	lɨn
លឹប	lɨp
លឹម	lɨm
លុក	luk
លុង	luŋ
លុត	lut
លុន	lun
លុយ	luj
លុះ	luh
លូក	luuk
លូច	luuc
លូត	luut
លូន	luun
លួង	luəŋ
លួច	luəc
លួត	luət
លួស	luəh
លើក	ləək
លើង	ləəŋ
លើស	ləəh
លឿង	lɨəŋ
លឿន	lɨən
លឿម	lɨəm
លឿយ	lɨəj
លៀង	liəŋ
លៀត	liət
លៀន	liən
លៀប	liəp
លៀម	liəm
លៀវ	liəw
លៀស	liəh
លេង	leeŋ
លេច	leec
លេញ	leeɲ
លេប	leep
លេះ	leh
លែង	lɛɛŋ
លោង	looŋ
លោត	loot
លោម	loom
លោះ	luəh
លំហ	lum\.hɑɑ
លំអ	lum\.ʔɑɑ
ល្ង	lŋɔɔ
ល្ហ	lhɑɑ
ល្អ	lʔɑɑ
វក់	wuək
វង់	wuŋ
វាង	wieŋ
វាច	wiec
វាយ	wiej
វារ	wie
វាល	wiel
វាវ	wiew
វាស	wieh
វិច	wɨc
វិញ	wɨɲ
វិល	wɨl
វិះ	wih
វឹក	wɨk
វឹង	wɨŋ
វឹត	wɨt
វឹប	wɨp
វឹល	wɨl
វឹះ	wɨh
វឺប	wɨɨp
វុន	wun
វូប	wuup
វូម	wuum
វើក	wəək
វើត	wəət
វើម	wəəm
វៀង	wiəŋ
វៀច	wiəc
វៀន	wiən
វៀរ	wiə
វៀល	wiəl
វៀះ	wiəh
វេច	weec
វេញ	weeɲ
វេរ	wee
វេះ	weh
វែក	wɛɛk
វែង	wɛɛŋ
វោត	woot
វ៉ក	wɑɑk
វ៉ប	wɑɑp
វ៉ស	wɑɑh
វ៉ា	waa
វ៉ី	wəj
វ៉ូ	woo
វ៉េ	wee
វ៉ៃ	waj
វ៉ៅ	waw
សក់	sɑk
សង់	sɑŋ
សប់	sɑp
សល់	sɑl
សសរ	sɑ\.sɑɑ
សាក	saak
សាង	saaŋ
សាច	saac
សាញ	saaɲ
សាន	saan
សាប	saap
សាយ	saaj
សាវ	saaw
សាំ	sam
សិញ	səɲ
សិន	sən
សឹក	sək
សឹង	səŋ
សឹម	səm
សុក	sok
សុង	soŋ
សុច	soc
សុល	sol
សុស	soh
សុំ	som
សូន	soon
សូម	soom
សូវ	soow
សួង	suəŋ
សួត	suət
សួន	suən
សួយ	suəj
សួរ	suə
សើក	saək
សើច	saəc
សើន	saən
សើម	saəm
សើយ	saəj
សឿង	sɨəŋ
សៀង	siəŋ
សៀត	siət
សៀន	siən
សៀម	siəm
សៀរ	siə
សៀវ	siəw
សេក	seek
សេង	seeŋ
សេញ	seeɲ
សេន	seen
សេវ	seew
សេះ	seh
សែក	saek
សែង	saeŋ
សែត	saet
សែន	saen
សោត	saot
សោយ	saoj
សោះ	sɑh
សំណ	sɑm\.nɑɑ
ស៊ក	sɔɔk
ស៊ង	sɔɔŋ
ស៊ន	sɔɔn
ស៊យ	sɔɔj
ស៊ី	sii
ស៊ូ	suu
ស៊ែ	sɛɛ
ស្ដ	sɗɑɑ
ស្ន	snɑɑ
ស្ម	smɑɑ
ស្រ	srɑɑ
ស្ល	slɑɑ
ហក់	hɑk
ហត់	hɑt
ហប់	hɑp
ហាង	haaŋ
ហាន	haan
ហាប	haap
ហាម	haam
ហាល	haal
ហាវ	haaw
ហិច	həc
ហិញ	həɲ
ហិប	həp
ហិល	həl
ហឹប	həp
ហឹរ	hə
ហឺត	həət
ហឺប	həəp
ហឺយ	həəj
ហុង	hoŋ
ហុច	hoc
ហុត	hot
ហុយ	hoj
ហុរ	ho
ហូត	hoot
ហូប	hoop
ហូរ	hoo
ហូល	hool
ហួង	huəŋ
ហួច	huəc
ហួញ	huəɲ
ហួត	huət
ហួម	huəm
ហួយ	huəj
ហួរ	huə
ហួល	huəl
ហួស	huəh
ហើប	haəp
ហើម	haəm
ហើយ	haəj
ហើរ	haə
ហៀន	hiən
ហៀរ	hiə
ហៀវ	hiəw
ហេង	heeŋ
ហេញ	heeɲ
ហេប	heep
ហេវ	heew
ហេះ	heh
ហែក	haek
ហែង	haeŋ
ហែប	haep
ហែះ	haeh
ហោក	haok
ហោង	haoŋ
ហោច	haoc
ហោល	haol
ហោះ	hɑh
ហ៊ប	hɔɔp
ហ៊ស	hɔɔh
ហ៊ិ	hiʔ
ហ៊ី	hii
ហ៊ឹ	hɨʔ
ហ៊ឺ	hɨɨ
ហ៊ូ	huu
ហ៊ែ	hɛɛ
ហ៊ោ	hoo
ហ៊ៅ	hɨw
ហ្ន	hnɑɑ
ហ្ម	hmɑɑ
ឡង់	lɑŋ
ឡប់	lɑp
ឡាក	laak
ឡាន	laan
ឡាប	laap
ឡាយ	laaj
ឡាវ	laaw
ឡាំ	lam
ឡិច	ləc
ឡិន	lən
ឡឹប	ləp
ឡឹម	ləm
ឡឺត	ləət
ឡឺម	ləəm
ឡុប	lop
ឡុល	lol
ឡូង	looŋ
ឡូញ	looɲ
ឡូយ	looj
ឡើង	laəŋ
ឡើយ	laəj
ឡេវ	leew
ឡែក	laek
ឡែម	laem
ឡែឡ	lael
ឡោក	laok
ឡោម	laom
អង់	ʔɑŋ
អត់	ʔɑt
អន់	ʔɑn
អប់	ʔɑp
អស់	ʔɑh
អាង	ʔaaŋ
អាច	ʔaac
អាន	ʔaan
អាប	ʔaap
អាម	ʔaam
អាយ	ʔaaj
អារ	ʔaa
អាល	ʔaal
អាវ	ʔaaw
អាស	ʔaah
អាំ	ʔam
អាះ	ʔaah
អឹង	ʔəŋ
អឺត	ʔəət
អឺយ	ʔəəj
អឺះ	ʔəəh
អុង	ʔoŋ
អុច	ʔoc
អុញ	ʔoɲ
អុត	ʔot
អុរ	ʔo
អុល	ʔol
អុំ	ʔom
អុះ	ʔoh
អូច	ʔooc
អូត	ʔoot
អូន	ʔoon
អូយ	ʔooj
អូរ	ʔoo
អូស	ʔooh
អូះ	ʔooh
អួត	ʔuət
អួន	ʔuən
អួល	ʔuəl
អួស	ʔuəh
អើត	ʔaət
អើយ	ʔaəj
អៀង	ʔiəŋ
អៀន	ʔiən
អៀម	ʔiəm
អៀវ	ʔiəw
អេក	ʔeek
អេប	ʔeep
អេះ	ʔeh
អែប	ʔaep
អែម	ʔaem
អ៊ី	ʔii
អ៊ូ	ʔuu
អ៊ំ	ʔum
អ្ហ	ʔhɑɑ
កកាត	kɑ\.kaat
កកាយ	kɑ\.kaaj
កកិត	kɑ\.kət
កកិល	kɑ\.kəl
កកូរ	kɑ\.koo
កកេរ	kɑ\.kee
កកេះ	kɑ\.keh
កកែប	kɑ\.kaep
កកោក	kɑ\.kaok
កកោស	kɑ\.kaoh
កកោះ	kɑ\.kɑh
កខឹក	kɑ\.kʰək
កខុប	kɑ\.kʰop
កឋិន	kɑ\.tʰən
កម្រ	kɑm\.rɑɑ
កសាង	kɑ\.saaŋ
កាក់	kak
កាច់	kac
កាញ់	kaɲ
កាន់	kan
កាល់	kal
កំញម	kɑm\.ɲɑɑm
កំដរ	kɑm\.ɗɑɑ
កំណក	kɑm\.nɑɑk
កំណែ	kɑm\.nae
កំពក	kɑm\.pɔɔk
កំពត	kɑm\.pɔɔt
កំពយ	kɑm\.pɔɔj
កំភរ	kɑm\.pʰɔɔ
កំហក	kɑm\.hɑɑk
ក្ដី	kɗəj
ក្ដៅ	kɗaw
ក្បក	kɓɑɑk
ក្បំ	kɓɑm
ក្រក	krɑɑk
ក្រង	krɑɑŋ
ក្រត	krɑɑt
ក្រប	krɑɑp
ក្រឡ	krɑɑl
ក្រា	kraa
ក្រី	krəj
ក្រៃ	kraj
ក្រៅ	kraw
ក្រំ	krɑm
ក្លង	klɑɑŋ
ក្លន	klɑɑn
ក្លម	klɑɑm
ក្លា	klaa
ក្លើ	klaə
ក្លំ	klɑm
ក្អក	kʔɑɑk
ក្អម	kʔɑɑm
ក្អី	kʔəj
ក្អែ	kʔae
ខខិត	kʰɑ\.kʰət
ខាត់	kʰat
ខាន់	kʰan
ខាប់	kʰap
ខាល់	kʰal
ខាំង	kʰaŋ
ខ្ចក	kcɑɑk
ខ្ចរ	kcɑɑ
ខ្ចី	kcəj
ខ្ចៅ	kcaw
ខ្ញក	kɲɑɑk
ខ្ញម	kɲɑɑm
ខ្ញី	kɲəj
ខ្តត	ktɑɑt
ខ្ទប	ktɔɔp
ខ្ទម	ktɔɔm
ខ្ទរ	ktɔɔ
ខ្ទះ	kteah
ខ្នង	knɑɑŋ
ខ្នៅ	knaw
ខ្ពប	kpɔɔp
ខ្មង	kmɑɑŋ
ខ្មី	kməj
ខ្មៅ	kmaw
ខ្យង	kjɑɑŋ
ខ្លប	klɑɑp
ខ្លា	klaa
ខ្លី	kləj
ខ្លះ	klah
ខ្វក	kwɑɑk
ខ្វង	kwɑɑŋ
ខ្វែ	kwae
ខ្វះ	kwah
ខ្សត	ksɑɑt
ខ្សៀ	ksiə
ខ្សែ	ksae
គគាច	kɔ\.kiec
គគាត	kɔ\.kiet
គគីរ	kɔ\.kii
គគឹក	kɔ\.kɨk
គគឹត	kɔ\.kɨt
គគុក	kɔ\.kuk
គគុល	kɔ\.kul
គគុះ	kɔ\.kuh
គគើម	kɔ\.kəəm
គឃារ	kɔ\.kʰie
គឃឹក	kɔ\.kʰɨk
គឃុល	kɔ\.kʰul
គឃូស	kɔ\.kʰuuh
គឃៀរ	kɔ\.kʰiə
គនប់	kɔ\.nup
គាក់	keak
គាត់	koat
គាប់	koap
គាល់	koal
គាស់	koah
គាំង	keaŋ
គំនង	kum\.nɔɔŋ
គំនម	kum\.nɔɔm
គំនរ	kum\.nɔɔ
គំរល	kum\.rɔɔl
គំរូ	kum\.ruu
គំហក	kum\.hɑɑk
គ្នា	knie
គ្នី	knii
គ្រក	krɔɔk
គ្រង	krɔɔŋ
គ្រប	krɔɔp
គ្រា	krie
គ្រួ	kruə
គ្រែ	krɛɛ
គ្រំ	krum
ឃាំង	kʰeaŋ
ឃ្នង	knɔɔŋ
ឃ្មម	kmɔɔm
ឃ្លា	klie
ឃ្លេ	klee
ឃ្លៃ	klej
ងងក់	ŋɔ\.ŋuək
ងងល់	ŋɔ\.ŋul
ងងាស	ŋɔ\.ŋieh
ងងឹត	ŋɔ\.ŋɨt
ងងុយ	ŋɔ\.ŋuj
ងងុល	ŋɔ\.ŋul
ងងុះ	ŋɔ\.ŋuh
ងងូស	ŋɔ\.ŋuuh
ងងើល	ŋɔ\.ŋəəl
ងាប់	ŋoap
ងាស់	ŋoah
ងាំង	ŋeaŋ
ង៉ក់	ŋɑk
ង៉ាង	ŋaaŋ
ង៉ាវ	ŋaaw
ង៉ាំ	ŋam
ង៉ឹក	ŋək
ង៉ឺត	ŋəət
ង៉ឺស	ŋəəh
ង៉ុម	ŋom
ង៉ុល	ŋol
ង៉ូង	ŋooŋ
ង៉ូត	ŋoot
ង៉ូវ	ŋoow
ង៉េក	ŋeek
ង៉េត	ŋeet
ង៉េវ	ŋeew
ង៉េស	ŋeeh
ង៉េះ	ŋeh
ង៉ែត	ŋaet
ង៉ោង	ŋaoŋ
ង៉ោះ	ŋɑh
ចចក់	cɑ\.cɑk
ចចាត	cɑ\.caat
ចចឹក	cɑ\.cək
ចចូត	cɑ\.coot
ចចើង	cɑ\.caəŋ
ចចេស	cɑ\.ceeh
ចាក់	cak
ចាច់	cac
ចាញ់	caɲ
ចាត់	cat
ចាប់	cap
ចាល់	cal
ចាស់	cah
ចាំង	caŋ
ចំណង	cɑm\.nɑɑŋ
ចំណត	cɑm\.nɑɑt
ចំណរ	cɑm\.nɑɑ
ចំណី	cɑm\.nəj
ចំណំ	cɑm\.nɑm
ចំទយ	cɑm\.tɔɔj
ចំឡក	cɑm\.lɑɑk
ចំអក	cɑm\.ʔɑɑk
ចំអែ	cɑm\.ʔae
ច្នៃ	cnaj
ច្បង	cɓɑɑŋ
ច្រក	crɑɑk
ច្រច	crɑɑc
ច្រម	crɑɑm
ច្រស	crɑɑh
ច្រហ	crɑɑh
ច្រំ	crɑm
ឆាន់	cʰan
ឆាប់	cʰap
ឆាល់	cʰal
ឆាំង	cʰaŋ
ឆ្កយ	ckɑɑj
ឆ្កែ	ckae
ឆ្គង	ckɔɔŋ
ឆ្ងក	cŋɑɑk
ឆ្ងែ	cŋae
ឆ្ដោ	cɗao
ឆ្នៃ	cnaj
ឆ្មប	cmɑɑp
ឆ្មា	cmaa
ឆ្មៃ	cmaj
ឆ្លក	clɑɑk
ឆ្លង	clɑɑŋ
ឆ្លា	claa
ឆ្លេ	clee
ឆ្លៅ	claw
ឆ្វា	cwaa
ឆ្អៅ	cʔaw
ជជីក	cɔ\.ciik
ជជុះ	cɔ\.cuh
ជជួរ	cɔ\.cuə
ជជើល	cɔ\.cəəl
ជជែក	cɔ\.cɛɛk
ជន្ល	cun\.lɔɔ
ជាក់	ceak
ជាត់	coat
ជាន់	coan
ជាប់	coap
ជំងឺ	cum\.ŋɨɨ
ជំទយ	cum\.tɔɔj
ជំនា	cum\.nie
ជំនឿ	cum\.nɨə
ជំនំ	cum\.num
ជំរំ	cum\.rum
ជំហម	cum\.hɑɑm
ជំហរ	cum\.hɑɑ
ជំហៅ	cum\.haw
ជ្រក	crɔɔk
ជ្រង	crɔɔŋ
ជ្រប	crɔɔp
ជ្រេ	cree
ជ្រែ	crɛɛ
ជ្រៃ	crej
ជ្រោ	croo
ជ្រៅ	crɨw
ជ្រំ	crum
ជ្រះ	creah
ជ្វា	cwie
ឈ្នះ	cneah
ឈ្មង	cmɔɔŋ
ឈ្មែ	cmɛɛ
ឈ្លប	clɔɔp
ឈ្លម	clɔɔm
ឈ្លី	clii
ញញិម	ɲɔ\.ɲɨm
ញញួរ	ɲɔ\.ɲuə
ញញើត	ɲɔ\.ɲəət
ញញើម	ɲɔ\.ɲəəm
ញញែម	ɲɔ\.ɲɛɛm
ញញោច	ɲɔ\.ɲooc
ញាក់	ɲeak
ញាត់	ɲoat
ញាប់	ɲoap
ញាស់	ɲoah
ញ៉ាក	ɲaak
ញ៉ាប	ɲaap
ញ៉ាម	ɲaam
ញ៉ាំ	ɲam
ញ៉ិម	ɲəm
ញ៉ិល	ɲəl
ញ៉ឹង	ɲəŋ
ញ៉ឹម	ɲəm
ញ៉ុញ	ɲoɲ
ញ៉ុម	ɲom
ញ៉ើក	ɲaək
ញ៉េប	ɲeep
ញ៉េវ	ɲeew
ញ៉ែង	ɲaeŋ
ញ៉ែម	ɲaem
ញ៉ោង	ɲaoŋ
ដដុស	ɗɑ\.ɗoh
ដដែល	ɗɑ\.ɗael
ដរាប	ɗɑ\.raap
ដលោក	ɗɑ\.laok
ដាក់	ɗak
ដាច់	ɗac
ដាប់	ɗap
ដាល់	ɗal
ដាស់	ɗah
ដាំង	ɗaŋ
ដោះញ	ɗɑhɲ
ដំណក	ɗɑm\.nɑɑk
ដំណង	ɗɑm\.nɑɑŋ
ដំណៅ	ɗɑm\.naw
ដំណំ	ɗɑm\.nɑm
ដំបង	ɗɑm\.ɓɑɑŋ
ដំបែ	ɗɑm\.ɓae
ដំបៅ	ɗɑm\.ɓaw
ដំរី	ɗɑm\.rəj
ណាត់	nat
ណាស់	nah
ណាំង	naŋ
តតូង	tɑ\.tooŋ
តវ៉ា	tɑ\.waa
តាន់	tan
តាប់	tap
តាំង	taŋ
តំនឿ	tɑm\.nɨə
ត្បក	tɓɑɑk
ត្បទ	tɓɑɑt
ត្មះ	tmah
ត្រក	trɑɑk
ត្រង	trɑɑŋ
ត្រត	trɑɑt
ត្រា	traa
ត្រី	trəj
ត្រែ	trae
ត្លែ	tlae
ត្វា	twaa
ត្អួ	tʔuə
ថាប់	tʰap
ថាំង	tʰaŋ
ថ្ករ	tkɑɑ
ថ្កំ	tkɑm
ថ្ងប	tŋɑɑp
ថ្ងៃ	tŋaj
ថ្នង	tnɑɑŋ
ថ្នម	tnɑɑm
ថ្នរ	tnɑɑ
ថ្នះ	tnah
ថ្ពង	tpɔɔŋ
ថ្ពៅ	tpɨw
ថ្មី	tməj
ថ្មែ	tmae
ថ្លា	tlaa
ថ្លៃ	tlaj
ថ្វី	twəj
ថ្វែ	twae
ទទត់	tɔ\.tut
ទទារ	tɔ\.tie
ទទឹក	tɔ\.tɨk
ទទឹង	tɔ\.tɨŋ
ទទុង	tɔ\.tuŋ
ទទូច	tɔ\.tuuc
ទទូរ	tɔ\.tuu
ទទួល	tɔ\.tuəl
ទទើម	tɔ\.təəm
ទទោក	tɔ\.took
ទម្រ	tum\.rɔɔ
ទឡ្ហ	tɔ\.lhɑɑ
ទាក់	teak
ទាត់	toat
ទាន់	toan
ទាល់	toal
ទាស់	toah
ទាំង	teaŋ
ទំនង	tum\.nɔɔŋ
ទំពា	tum\.pie
ទំយើ	tum\.jəə
ទំហំ	tum\.hɑm
ទ្រត	trɔɔt
ទ្រប	trɔɔp
ទ្រម	trɔɔm
ទ្រូ	truu
ធាត់	tʰoat
ធ្នូ	tnuu
ធ្នះ	tneah
ធ្មា	tmie
ធ្មៃ	tmej
ធ្មៅ	tmɨw
ធ្លក	tlɔɔk
ធ្លា	tlie
ធ្លូ	tluu
ធ្លោ	tloo
ធ្លះ	tleah
ធ្វើ	twəə
ននៀល	nɔ\.niəl
ននោង	nɔ\.nooŋ
នាក់	neak
បក្ស	ɓɑ\.ksɑɑ
បង្ក	ɓɑŋ\.kɑɑ
បធាន	ɓɑ\.tʰien
បន្ត	ɓɑn\.tɑɑ
បបក់	ɓɑ\.ɓɑk
បបុស	ɓɑ\.ɓoh
បបូរ	ɓɑ\.ɓoo
បបួល	ɓɑ\.ɓuəl
បបែល	ɓɑ\.ɓael
បបោស	ɓɑ\.ɓaoh
បសាទ	ɓɑ\.saat
បាក់	ɓak
បាច់	ɓac
បាញ់	ɓaɲ
បាត់	ɓat
បាល់	ɓal
បាំង	ɓaŋ
បំណង	ɓɑm\.nɑɑŋ
បំណែ	ɓɑm\.nae
បំណះ	ɓɑm\.nah
បំបប	ɓɑm\.ɓɑɑp
បំបរ	ɓɑm\.ɓɑɑ
បំបៅ	ɓɑm\.ɓaw
បំបះ	ɓɑm\.ɓah
បំផត	ɓɑm\.pʰɑɑt
បំពង	ɓɑm\.pɔɔŋ
បំពម	ɓɑm\.pɔɔm
បំពេ	ɓɑm\.pee
បំភល	ɓɑm\.pʰɔɔl
ប៉ក់	pɑk
ប៉ន់	pɑn
ប៉ប់	pɑp
ប៉ផស	pɑ\.pʰɑɑh
ប៉ពូ	pɑ\.puu
ប៉ាត	paat
ប៉ាន	paan
ប៉ាយ	paaj
ប៉ាវ	paaw
ប៉ិក	pək
ប៉ិច	pəc
ប៉ិត	pət
ប៉ិន	pən
ប៉ិល	pəl
ប៉ឹង	pəŋ
ប៉ឹម	pəm
ប៉ឺង	pəəŋ
ប៉ឺន	pəən
ប៉ឺប	pəəp
ប៉ឺម	pəəm
ប៉ុក	pok
ប៉ុង	poŋ
ប៉ុន	pon
ប៉ុប	pop
ប៉ុយ	poj
ប៉ូក	pook
ប៉ូង	pooŋ
ប៉ូច	pooc
ប៉ូវ	poow
ប៉ើក	paək
ប៉ើង	paəŋ
ប៉ើច	paəc
ប៉ើម	paəm
ប៉េង	peeŋ
ប៉េវ	peew
ប៉ែក	paek
ប៉ែង	paeŋ
ប៉ែន	paen
ប៉ែល	pael
ប៉ែវ	paew
ប៉ែះ	paeh
ប៉ោក	paok
ប៉ោង	paoŋ
ប៉ោច	paoc
ប៉ោត	paot
ប៉ោម	paom
ប៉ោយ	paoj
ប៉ោល	paol
ប៊ិក	ɓɨk
ប៊ិះ	ɓih
ប៊ុត	ɓut
ប្រច	prɑɑc
ប្រប	prɑɑp
ប្រព	prɑɑp
ប្រស	prɑɑh
ប្រា	praa
ប្រី	prəj
ប្រើ	praə
ប្រែ	prae
ប្រៃ	praj
ប្រះ	prah
ប្លត	plɑɑt
ប្លម	plɑɑm
ផាត់	pʰat
ផាប់	pʰap
ផាំង	pʰaŋ
ផ្កា	pkaa
ផ្គង	pkɔɔŋ
ផ្គរ	pkɔɔ
ផ្គូ	pkuu
ផ្ងំ	pŋɑm
ផ្ញើ	pɲaə
ផ្ដែ	pɗae
ផ្ដៅ	pɗaw
ផ្ទា	ptie
ផ្ទី	ptii
ផ្ទឺ	ptɨɨ
ផ្ទៃ	ptej
ផ្ទំ	ptum
ផ្ទះ	pteah
ផ្លែ	plae
ផ្សង	psɑɑŋ
ផ្សា	psaa
ផ្សែ	psae
ផ្សៃ	psaj
ផ្សោ	psao
ផ្សំ	psɑm
ផ្សះ	psah
ផ្អក	pʔɑɑk
ផ្អង	pʔɑɑŋ
ផ្អប	pʔɑɑp
ផ្អរ	pʔɑɑ
ពង្រ	puŋ\.rɔɔ
ពន្ទ	pun\.tɔɔ
ពពាច	pɔ\.piec
ពពាន	pɔ\.pien
ពពារ	pɔ\.pie
ពពាល	pɔ\.piel
ពពិច	pɔ\.pɨc
ពពិល	pɔ\.pɨl
ពពីម	pɔ\.piim
ពពីរ	pɔ\.pii
ពពឹក	pɔ\.pɨk
ពពុរ	pɔ\.pu
ពពុះ	pɔ\.puh
ពពូក	pɔ\.puuk
ពពូន	pɔ\.puun
ពពូល	pɔ\.puul
ពពួក	pɔ\.puək
ពពើម	pɔ\.pəəm
ពពេច	pɔ\.peec
ពពេន	pɔ\.peen
ពពេល	pɔ\.peel
ពពោក	pɔ\.pook
ពភក់	pɔ\.pʰuək
ពភីង	pɔ\.pʰiiŋ
ពភឹប	pɔ\.pʰɨp
ពភឹល	pɔ\.pʰɨl
ពភឺត	pɔ\.pʰɨɨt
ពភឺស	pɔ\.pʰɨɨh
ពភុង	pɔ\.pʰuŋ
ពភូស	pɔ\.pʰuuh
ពាក់	peak
ពាន់	poan
ពាប់	poap
ពាល់	poal
ពាំង	peaŋ
ព្នង	pnɔɔŋ
ព្នៃ	pnej
ព្នៅ	pnɨw
ព្រក	prɔɔk
ព្រត	prɔɔt
ព្រម	prɔɔm
ព្រយ	prɔɔj
ព្រល	prɔɔl
ព្រា	prie
ព្រឺ	prɨɨ
ព្រូ	pruu
ព្រែ	prɛɛ
ព្រៃ	prej
ព្រៅ	prɨw
ព្រំ	prum
ភាំង	pʰeaŋ
ភ្ងា	pŋie
ភ្ងំ	pŋum
ភ្ជរ	pcɔɔ
ភ្ញី	pɲii
ភ្នក	pnɔɔk
ភ្នំ	pnum
ភ្លង	plɔɔŋ
ភ្លន	plɔɔn
ភ្លយ	plɔɔj
ភ្លា	plie
ភ្លឺ	plɨɨ
ភ្លូ	pluu
ភ្លើ	pləə
ភ្លៅ	plɨw
មមង់	mɔ\.muŋ
មមាច	mɔ\.miec
មមាញ	mɔ\.mieɲ
មមាយ	mɔ\.miej
មមាល	mɔ\.miel
មមីស	mɔ\.miih
មមឹះ	mɔ\.mɨh
មមុល	mɔ\.mul
មមើក	mɔ\.məək
មមៀរ	mɔ\.miə
មមោក	mɔ\.mook
មហាត	mɔ\.haat
មាត់	moat
មាន់	moan
មំសំ	mum\.sɑm
ម៉ក់	mɑk
ម៉ង់	mɑŋ
ម៉ឆែ	mɑ\.cʰae
ម៉ត់	mɑt
ម៉ាង	maaŋ
ម៉ាំ	mam
ម៉ិម	məm
ម៉ឹង	məŋ
ម៉ឹប	məp
ម៉ឹម	məm
ម៉ឺង	məəŋ
ម៉ុង	moŋ
ម៉ុម	mom
ម៉ូក	mook
ម៉ូង	mooŋ
ម៉ូត	moot
ម៉េច	meec
ម៉ោង	maoŋ
ម្ដង	mɗɑɑŋ
ម្ដា	mɗaa
ម្នា	mnie
ម្នៅ	mnɨw
ម្នះ	mneah
ម្ភៃ	mpʰej
ម្រយ	mrɔɔj
ម្រះ	mreah
ម្លូ	mluu
ម្សៅ	msaw
ម្ហប	mhɑɑp
ម្ហា	mhaa
ម្អម	mʔɑɑm
យាំង	jeaŋ
យ៉ាក	jaak
យ៉ាង	jaaŋ
យ៉ាវ	jaaw
យ៉ឺរ	jəə
យ៉ូយ	jooj
យ៉ើរ	jaə
យ៉ើះ	jaəh
រកាំ	rɔ\.kam
រកឹក	rɔ\.kək
រកឹង	rɔ\.kəŋ
រកូត	rɔ\.koot
រកៀស	rɔ\.kiəh
រកេត	rɔ\.keet
រខក់	rɔ\.kʰɑk
រខាក	rɔ\.kʰaak
រខិញ	rɔ\.kʰəɲ
