ក	kɑɑ
សំណាត់	sɑm\.nat
សំបាច់	sɑm\.ɓac
សំប៉ាត	sɑm\.paat
សំប៉ាន	sɑm\.paan
សំប៉ែត	sɑm\.paet
សំព្រោ	sɑm\.proo
ស្កាត់	skat
ស្គាក់	skeak
ស្គាល់	skoal
ស្គាំង	skeaŋ
ស្ងាត់	sŋat
ស្ដាប់	sɗap
ស្ទាក់	steak
ស្ទាត់	stoat
ស្ទាល់	stoal
ស្ទាំង	steaŋ
ស្នាប់	snap
ស្បាត់	sɓat
ស្បាន់	sɓan
ស្ប៉ឹម	spəm
ស្ប៉ុរ	spo
ស្ប៉ែត	spaet
ស្ពាន់	spoan
ស្មាច់	smac
ស្មាន់	sman
ស្រកក់	srɑ\.kɑk
ស្រកាក	srɑ\.kaak
ស្រកូក	srɑ\.kook
ស្រកេក	srɑ\.keek
ស្រកោក	srɑ\.kaok
ស្រខក់	srɑ\.kʰɑk
ស្រខូវ	srɑ\.kʰoow
ស្រគាល	srɑ\.kiel
ស្រគាំ	srɑ\.koam
ស្រគុក	srɑ\.kuk
ស្រគុល	srɑ\.kul
ស្រគែល	srɑ\.kɛɛl
ស្រគោម	srɑ\.koom
ស្រឃុល	srɑ\.kʰul
ស្រងល់	srɑ\.ŋɑl
ស្រងាក	srɑ\.ŋaak
ស្រងាំ	srɑ\.ŋam
ស្រងឹម	srɑ\.ŋəm
ស្រងូត	srɑ\.ŋoot
ស្រងៀវ	srɑ\.ŋiəw
ស្រងេវ	srɑ\.ŋeew
ស្រងោច	srɑ\.ŋaoc
ស្រជែត	srɑ\.cɛɛt
ស្រដៀង	srɑ\.ɗiəŋ
ស្រណាង	srɑ\.naaŋ
ស្រណាន	srɑ\.naan
ស្រណុក	srɑ\.nok
ស្រណោក	srɑ\.naok
ស្រណោះ	srɑ\.nɑh
ស្រតឹក	srɑ\.tək
ស្រតូវ	srɑ\.toow
ស្រទន់	srɑ\.tun
ស្រទាង	srɑ\.tieŋ
ស្រទៀក	srɑ\.tiək
ស្របក់	srɑ\.ɓɑk
ស្របាល	srɑ\.ɓaal
ស្រពន់	srɑ\.pun
ស្រពាប	srɑ\.piep
ស្រពិល	srɑ\.pɨl
ស្រពោន	srɑ\.poon
ស្រមាញ	srɑ\.maaɲ
ស្រមាម	srɑ\.maam
ស្រមិក	srɑ\.mək
ស្រមឹម	srɑ\.məm
ស្រមុក	srɑ\.mok
ស្រមុយ	srɑ\.moj
ស្រមូញ	srɑ\.mooɲ
ស្រមូម	srɑ\.moom
ស្រមូល	srɑ\.mool
ស្រមូវ	srɑ\.moow
ស្រមើង	srɑ\.maəŋ
ស្រមើល	srɑ\.maəl
ស្រមៀន	srɑ\.miən
ស្រមេក	srɑ\.meek
ស្រមេម	srɑ\.meem
ស្រមេវ	srɑ\.meew
ស្រមេះ	srɑ\.meh
ស្រមោច	srɑ\.maoc
ស្រមោល	srɑ\.maol
ស្រយង់	srɑ\.jɑŋ
ស្រយាក	srɑ\.jaak
ស្រយាល	srɑ\.jaal
ស្រយាវ	srɑ\.jaaw
ស្រយឺល	srɑ\.jəəl
ស្រយុត	srɑ\.jot
ស្រយូវ	srɑ\.joow
ស្រយើល	srɑ\.jaəl
ស្រលាប	srɑ\.laap
ស្រលិត	srɑ\.lət
ស្រលឹង	srɑ\.ləŋ
ស្រលឹប	srɑ\.ləp
ស្រលុង	srɑ\.loŋ
ស្រលូង	srɑ\.looŋ
ស្រលួត	srɑ\.luət
ស្រលួន	srɑ\.luən
ស្រលៀង	srɑ\.liəŋ
ស្រលេញ	srɑ\.leeɲ
ស្រលេត	srɑ\.leet
ស្រលេវ	srɑ\.leew
ស្រលែវ	srɑ\.laew
ស្រវឹង	srɑ\.wəŋ
ស្រវើន	srɑ\.waən
ស្រឡក់	srɑ\.lɑk
ស្រឡប់	srɑ\.lɑp
ស្រឡាង	srɑ\.laaŋ
ស្រឡាប	srɑ\.laap
ស្រឡិត	srɑ\.lət
ស្រឡឹង	srɑ\.ləŋ
ស្រឡឹប	srɑ\.ləp
ស្រឡុង	srɑ\.loŋ
ស្រឡូង	srɑ\.looŋ
ស្រឡេត	srɑ\.leet
ស្រឡេវ	srɑ\.leew
ស្រឡែវ	srɑ\.laew
ស្រឡោច	srɑ\.laoc
ស្រអិប	srɑ\.ʔəp
ស្រអែត	srɑ\.ʔaet
ស្រអែម	srɑ\.ʔaem
ស្រាក់	srak
ស្រាប់	srap
ស្រាល់	sral
ស្រាស់	srah
ស្រាំង	sraŋ
ស្រ៊ឹង	srɨŋ
ស្រ៊ឹប	srɨp
ស្រ៊ុច	sruc
ស្រ៊ុប	srup
ស្រ៊ូស	sruuh
ស្លាក់	slak
ស្លាប់	slap
ស្លាំង	slaŋ
ស្វាក់	swak
ស្អាប់	sʔap
ហស្ដិន	hɑ\.sɗən
ហហ្មុក	hɑ\.hmok
ហ្នាំង	hnaŋ
ហ្លាក់	hlak
ហ្វ៊ីល	hwiil
អង្កត់	ʔɑŋ\.kɑt
អង្កាម	ʔɑŋ\.kaam
អង្កាំ	ʔɑŋ\.kam
អង្កឹក	ʔɑŋ\.kək
អង្កឺល	ʔɑŋ\.kəəl
អង្កុក	ʔɑŋ\.kok
អង្កុញ	ʔɑŋ\.koɲ
អង្កុល	ʔɑŋ\.kol
អង្កួច	ʔɑŋ\.kuəc
អង្កួញ	ʔɑŋ\.kuəɲ
អង្កើក	ʔɑŋ\.kaək
អង្កៀម	ʔɑŋ\.kiəm
អង្កេត	ʔɑŋ\.keet
អង្កែត	ʔɑŋ\.kaet
អង្គញ់	ʔɑŋ\.kuɲ
អង្គប់	ʔɑŋ\.kup
អង្គាស	ʔɑŋ\.kieh
អង្គុក	ʔɑŋ\.kuk
អង្គុយ	ʔɑŋ\.kuj
អង្គុល	ʔɑŋ\.kul
អង្គើយ	ʔɑŋ\.kəəj
អង្ឃើល	ʔɑŋ\.kʰəəl
អង្រង់	ʔɑŋ\.rɑŋ
អង្រន់	ʔɑŋ\.rɑn
អង្រឹង	ʔɑŋ\.rəŋ
អង្រុត	ʔɑŋ\.rot
អង្រូស	ʔɑŋ\.rooh
អង្រួន	ʔɑŋ\.ruən
អង្វែង	ʔɑŋ\.waeŋ
អង្អែល	ʔɑŋ\.ʔael
អញ្ចាច	ʔɑɲ\.caac
អញ្ចាញ	ʔɑɲ\.caaɲ
អញ្ចាប	ʔɑɲ\.caap
អញ្ចូច	ʔɑɲ\.cooc
អញ្ឆើល	ʔɑɲ\.cʰaəl
អញ្ជុល	ʔɑɲ\.cul
អញ្ជើញ	ʔɑɲ\.cəəɲ
អណ្ដាត	ʔɑn\.ɗaat
អណ្ដូង	ʔɑn\.ɗooŋ
អណ្ដើក	ʔɑn\.ɗaək
អណ្ដើរ	ʔɑn\.ɗaə
អណ្ដែង	ʔɑn\.ɗaeŋ
អណ្ដែត	ʔɑn\.ɗaet
អណ្ដោត	ʔɑn\.ɗaot
អណ្ណាម	ʔɑn\.naam
អធ្យោគ	ʔɑ\.tjook
អន្តាយ	ʔɑn\.taaj
អន្តឺត	ʔɑn\.təət
អន្តុយ	ʔɑn\.toj
អន្តុល	ʔɑn\.tol
អន្ថឺម	ʔɑn\.tʰəəm
អន្ថោច	ʔɑn\.tʰaoc
អន្ទង់	ʔɑn\.tuŋ
អន្ទិល	ʔɑn\.tɨl
អន្ទើត	ʔɑn\.təət
អន្ធិល	ʔɑn\.tʰɨl
អន្ធួម	ʔɑn\.tʰuəm
អន្ធើម	ʔɑn\.tʰəəm
អន្លក់	ʔɑn\.lɑk
អន្លង់	ʔɑn\.lɑŋ
អន្លាយ	ʔɑn\.laaj
អន្លីង	ʔɑn\.ləjŋ
អន្លឹប	ʔɑn\.ləp
អន្លូង	ʔɑn\.looŋ
អន្លូញ	ʔɑn\.looɲ
អប្រិយ	ʔɑ\.prej
អផ្សាន	ʔɑ\.psaan
អម្ចត់	ʔɑm\.cɑt
អម្នេញ	ʔɑm\.neeɲ
អម្បាយ	ʔɑm\.ɓaaj
អម្បាល	ʔɑm\.ɓaal
អម្បូរ	ʔɑm\.ɓoo
អម្បោស	ʔɑm\.ɓaoh
អម្រស់	ʔɑm\.rɑh
អម្រាម	ʔɑm\.raam
អម្រឹត	ʔɑm\.rət
អម្រែក	ʔɑm\.raek
អស្សុជ	ʔɑ\.ssoc
អំប៉ើក	ʔɑm\.paək
អំពាន់	ʔɑm\.poan
អំព្រំ	ʔɑm\.prum
កក្លាក់	kɑ\.klak
កង្វាក់	kɑŋ\.wak
កញ្ចាស់	kɑɲ\.cah
កញ្ចាំង	kɑɲ\.caŋ
កញ្ឆាត់	kɑɲ\.cʰat
កញ្ជាក់	kɑɲ\.ceak
កញ្ជ្រម	kɑɲ\.crɔɔm
កណ្ដាច់	kɑn\.ɗac
កណ្ដាញ់	kɑn\.ɗaɲ
កណ្ដាប់	kɑn\.ɗap
កណ្ដាស់	kɑn\.ɗah
កន្តាំង	kɑn\.taŋ
កន្ត្រង	kɑn\.trɑɑŋ
កន្ត្រៃ	kɑn\.traj
កន្ទ្រម	kɑn\.trɔɔm
កន្ទ្រល	kɑn\.trɔɔl
កន្ធាត់	kɑn\.tʰoat
កន្ធាំង	kɑn\.tʰeaŋ
កន្លាញ់	kɑn\.laɲ
កន្លាស់	kɑn\.lah
កម្ចាត់	kɑm\.cat
កម្ជាប់	kɑm\.coap
កម្រាស់	kɑm\.rah
កម្លាំង	kɑm\.laŋ
កំប្រុក	kɑm\.prok
កំប្រេវ	kɑm\.preew
កំប្រោង	kɑm\.praoŋ
កំប្រោន	kɑm\.praon
កំប្លង់	kɑm\.plɑŋ
កំប្លឹម	kɑm\.pləm
កំប្លុក	kɑm\.plok
កំប្លូច	kɑm\.plooc
កំប្លែង	kɑm\.plaeŋ
កំប្លោក	kɑm\.plaok
កំផ្លឹម	kɑm\.pləm
កំផ្លៀង	kɑm\.pliəŋ
កំផ្លៀវ	kɑm\.pliəw
កំផ្លេស	kɑm\.pleeh
កំព្រឹង	kɑm\.prɨŋ
កំព្រឹស	kɑm\.prɨh
កំព្រើល	kɑm\.prəəl
កំភ្លាញ	kɑm\.plieɲ
កំភ្លឹង	kɑm\.plɨŋ
ក្រចាប់	krɑ\.cap
ក្រញាញ់	krɑ\.ɲaɲ
ក្រញាំង	krɑ\.ɲaŋ
ក្រណាន់	krɑ\.nan
ក្រទាំង	krɑ\.teaŋ
ក្រពាត់	krɑ\.poat
ក្រមាច់	krɑ\.mac
ក្រមាល់	krɑ\.mal
ក្រវាត់	krɑ\.wat
ក្រវាន់	krɑ\.wan
ក្រសាំង	krɑ\.saŋ
ក្រស្នា	krɑ\.snaa
ក្រឡាច់	krɑ\.lac
ក្រឡាញ់	krɑ\.laɲ
ក្រឡាប់	krɑ\.lap
ក្រឡាស់	krɑ\.lah
គគ្រាក់	kɔ\.kreak
គគ្រាំង	kɔ\.kreaŋ
គន្លាក់	kun\.leak
គន្លាស់	kun\.loah
គម្រាំង	kum\.reaŋ
គ្រមាំង	krɔ\.meaŋ
គ្រវាត់	krɔ\.woat
គ្រស៊ែត	krɔ\.sɛɛt
ចង្កាក់	cɑŋ\.kak
ចង្វាក់	cɑŋ\.wak
ចង្ហាន់	cɑŋ\.han
ចន្ទាល់	cɑn\.toal
ចន្ទាស់	cɑn\.toah
ចម្ងាញ់	cɑm\.ŋaɲ
ចម្បាំង	cɑm\.ɓaŋ
ចម្រាញ់	cɑm\.raɲ
ចម្រាល់	cɑm\.ral
ចម្លាក់	cɑm\.lak
ចំប្រប់	cɑm\.prɑp
ចំប្រាវ	cɑm\.praaw
ច្រងាំង	crɑ\.ŋaŋ
ច្របាច់	crɑ\.ɓac
ច្រវាក់	crɑ\.wak
ច្រវាត់	crɑ\.wat
ច្រហាញ់	crɑ\.haɲ
ច្រហាំង	crɑ\.haŋ
ជញ្ជាត់	cuɲ\.coat
ជញ្ជាន់	cuɲ\.coan
ជញ្ជាប់	cuɲ\.coap
ជញ្ជាំង	cuɲ\.ceaŋ
ជញ្រ្ជំ	cuɲ\.rcum
ដង្កាប់	ɗɑŋ\.kap
ដង្ហាក់	ɗɑŋ\.hak
ដន្លាប់	ɗɑn\.lap
តន្ត្រំ	tɑn\.trɑm
តម្កាត់	tɑm\.kat
តម្រាប់	tɑm\.rap
តម្រាស់	tɑm\.rah
ត្រជាក់	trɑ\.ceak
ត្រដាល់	trɑ\.ɗal
ត្របាក់	trɑ\.ɓak
ត្របាញ់	trɑ\.ɓaɲ
ត្រប៉ក់	trɑ\.pɑk
ត្រប៉ិល	trɑ\.pəl
ត្រពាំង	trɑ\.peaŋ
ត្រលាត់	trɑ\.lat
ត្រលាំង	trɑ\.laŋ
ត្រសាប់	trɑ\.sap
ត្រសាល់	trɑ\.sal
ត្រស្ដិ	trɑ\.sɗeʔ
ទទ្រាក់	tɔ\.treak
ទន្ត្រំ	tun\.trɑm
ទន្ទាន់	tun\.toan
ទន្លាក់	tun\.leak
ទន្លាប់	tun\.loap
ទម្លាក់	tum\.leak
ទម្លាប់	tum\.loap
ទ្រនាប់	trɔ\.noap
ទ្រមាក់	trɔ\.meak
ទ្រមាំង	trɔ\.meaŋ
នខ្វាក់	nɔ\.kwak
បង្កាច់	ɓɑŋ\.kac
បង្កាត់	ɓɑŋ\.kat
បង្ខាំង	ɓɑŋ\.kʰaŋ
បង្គាប់	ɓɑŋ\.koap
បង្គ្រប	ɓɑŋ\.krɔɔp
បង្ហាត់	ɓɑŋ\.hat
បង្ហាប់	ɓɑŋ\.hap
បង្អាក់	ɓɑŋ\.ʔak
បង្អាប់	ɓɑŋ\.ʔap
បញ្ចាច់	ɓɑɲ\.cac
បញ្ចាល់	ɓɑɲ\.cal
បញ្ចាំង	ɓɑɲ\.caŋ
បញ្ច្រក	ɓɑɲ\.crɑɑk
បញ្ឆាច់	ɓɑɲ\.cʰac
បញ្ជាក់	ɓɑɲ\.ceak
បញ្ជាន់	ɓɑɲ\.coan
បញ្ជាប់	ɓɑɲ\.coap
បញ្ជ្រក	ɓɑɲ\.crɔɔk
បញ្រ្ជក	ɓɑɲ\.rcɔɔk
បណ្ដាក់	ɓɑn\.ɗak
បណ្ដាច់	ɓɑn\.ɗac
បន្ទាត់	ɓɑn\.toat
បន្ទាន់	ɓɑn\.toan
បន្ទាប់	ɓɑn\.toap
បន្ទាល់	ɓɑn\.toal
បន្ធាត់	ɓɑn\.tʰoat
បន្លាស់	ɓɑn\.lah
បន្សាក់	ɓɑn\.sak
បន្សាត់	ɓɑn\.sat
បន្សាល់	ɓɑn\.sal
បម្រាប់	ɓɑm\.rap
បម្រាស់	ɓɑm\.rah
បំប៉ាន់	ɓɑm\.pan
បំប្រួម	ɓɑm\.pruəm
បំប្លេង	ɓɑm\.pleeŋ
បំប្លែង	ɓɑm\.plaeŋ
បំប្លោង	ɓɑm\.plaoŋ
បំផ្លាង	ɓɑm\.plaaŋ
បំផ្លាញ	ɓɑm\.plaaɲ
បំផ្លិច	ɓɑm\.pləc
បំផ្លើស	ɓɑm\.plaəh
បំព្រាង	ɓɑm\.prieŋ
បំព្រាច	ɓɑm\.priec
បំព្រុល	ɓɑm\.prul
បំព្រួម	ɓɑm\.pruəm
បំភ្លាង	ɓɑm\.plieŋ
បំភ្លូក	ɓɑm\.pluuk
បំភ្លេច	ɓɑm\.pleec
ប៉ប៉ាច់	pɑ\.pac
ប៉ប្តៀច	pɑ\.ptiəc
ប៉ប្រាវ	pɑ\.praaw
ប៉ប្រិច	pɑ\.prəc
ប៉ប្រិញ	pɑ\.prəɲ
ប៉ប្រិម	pɑ\.prəm
ប៉ប្រិល	pɑ\.prəl
ប៉ប្រឹស	pɑ\.prəh
ប៉ប្រុក	pɑ\.prok
ប៉ប្រុន	pɑ\.pron
ប៉ប្រុយ	pɑ\.proj
ប៉ប្រូង	pɑ\.prooŋ
ប៉ប្រូច	pɑ\.prooc
ប៉ប្រូស	pɑ\.prooh
ប៉ប្រើស	pɑ\.praəh
ប៉ប្រេញ	pɑ\.preeɲ
ប៉ប្រេវ	pɑ\.preew
ប៉ប្រេះ	pɑ\.preh
ប៉ប្រែក	pɑ\.praek
ប៉ប្រែះ	pɑ\.praeh
ប៉ប្រោក	pɑ\.praok
ប៉ប្លក់	pɑ\.plɑk
ប៉ប្លាញ	pɑ\.plaaɲ
ប៉ប្លិក	pɑ\.plək
ប៉ប្លិច	pɑ\.pləc
ប៉ប្លឹក	pɑ\.plək
ប៉ប្លឺម	pɑ\.pləəm
ប៉ប្លុង	pɑ\.ploŋ
ប៉ប្លូក	pɑ\.plook
ប៉ប្លូច	pɑ\.plooc
ប៉ប្លើក	pɑ\.plaək
ប៉ប្លោញ	pɑ\.plaoɲ
ប៉ប្លោត	pɑ\.plaot
ប៉ផ្ងើក	pɑ\.pŋaək
ប៉ផ្ចប់	pɑ\.pcɑp
ប៉ផ្ញាញ	pɑ\.pɲaaɲ
ប៉ផ្ញោញ	pɑ\.pɲaoɲ
ប៉ផ្ដក់	pɑ\.pɗɑk
ប៉ផ្ដឺត	pɑ\.pɗəət
ប៉ផ្ដៀច	pɑ\.pɗiəc
ប៉ផ្អឹប	pɑ\.pʔəp
ប៉ផ្អឹះ	pɑ\.pʔəh
ប៉ផ្អុក	pɑ\.pʔok
ប៉ផ្អូក	pɑ\.pʔook
ប៉ផ្អូច	pɑ\.pʔooc
ប៉ផ្អួស	pɑ\.pʔuəh
ប៉ផ្អៀច	pɑ\.pʔiəc
ប៉ផ្អេះ	pɑ\.pʔeh
ប៉ផ្អែប	pɑ\.pʔaep
ប្រកាក់	prɑ\.kak
ប្រកាច់	prɑ\.kac
ប្រកាន់	prɑ\.kan
ប្រកាប់	prɑ\.kap
ប្រកាំង	prɑ\.kaŋ
ប្រគាក់	prɑ\.keak
ប្រចាក់	prɑ\.cak
ប្រចាប់	prɑ\.cap
ប្រឆាំង	prɑ\.cʰaŋ
ប្រជាន់	prɑ\.coan
ប្រជាប់	prɑ\.coap
ប្រញាប់	prɑ\.ɲap
ប្រញាល់	prɑ\.ɲal
ប្រដាក់	prɑ\.ɗak
ប្រដាន់	prɑ\.ɗan
ប្រដាប់	prɑ\.ɗap
ប្រដាល់	prɑ\.ɗal
ប្រណាំង	prɑ\.naŋ
ប្រថាប់	prɑ\.tʰap
ប្រទាក់	prɑ\.teak
ប្រទាល់	prɑ\.toal
ប្រទាស់	prɑ\.toah
ប្រទាំង	prɑ\.teaŋ
ប្រធាក់	prɑ\.tʰeak
ប្រផាត់	prɑ\.pʰat
ប្រផាប់	prɑ\.pʰap
ប្រពាក់	prɑ\.peak
ប្រមាញ់	prɑ\.maɲ
ប្រមាត់	prɑ\.mat
ប្រវាស់	prɑ\.wah
ប្រហាក់	prɑ\.hak
ប្រហាំង	prɑ\.haŋ
ប្រឡាក់	prɑ\.lak
ពង្រាក់	puŋ\.reak
ពង្រាត់	puŋ\.roat
ពញ្ញាក់	puɲ\.ɲeak
ពន្លាត់	pun\.loat
ពព្រាក់	pɔ\.preak
ពព្លាក់	pɔ\.pleak
ព្រងាល់	prɔ\.ŋoal
ព្រនាក់	prɔ\.neak
ព្រលាំង	prɔ\.leaŋ
មន្ត្រី	mun\.trəj
រង្គាត់	ruŋ\.koat
រង្វាន់	ruŋ\.woan
រង្វាល់	ruŋ\.woal
រង្វាស់	ruŋ\.woah
រណ្ដាប់	run\.ɗap
រន្ថាន់	run\.tʰan
រម្ងាប់	rum\.ŋoap
រម្ងាស់	rum\.ŋoah
វង្វាន់	wuŋ\.woan
សង្កាត់	sɑŋ\.kat
សង្ខ្យា	sɑŋ\.kjaa
សណ្ដាន់	sɑn\.ɗan
សណ្ដាប់	sɑn\.ɗap
សន្ធាប់	sɑn\.tʰoap
សន្ធ្យា	sɑn\.tjie
សន្លាក់	sɑn\.lak
សម្គាល់	sɑm\.koal
សម្គាំង	sɑm\.keaŋ
សម្ងាត់	sɑm\.ŋat
សម្នាក់	sɑm\.nak
សម្រាប់	sɑm\.rap
សម្រាស់	sɑm\.rah
សម្រាំង	sɑm\.raŋ
សម្លាញ់	sɑm\.laɲ
សម្លាប់	sɑm\.lap
សស្រាក់	sɑ\.srak
សស្រាញ់	sɑ\.sraɲ
សំព្រុស	sɑm\.pruh
សំស្ការ	sɑm\.skaa
ស្រងាត់	srɑ\.ŋat
ស្រដាស់	srɑ\.ɗah
ស្រទាប់	srɑ\.toap
ស្របាំង	srɑ\.ɓaŋ
ស្រប៉ាប	srɑ\.paap
ស្រប៉ូប	srɑ\.poop
ស្រប៉ើក	srɑ\.paək
ស្រប៉េក	srɑ\.peek
ស្រពាប់	srɑ\.poap
ស្រមាក់	srɑ\.mak
ស្រលាញ់	srɑ\.laɲ
ស្រវាំង	srɑ\.waŋ
ស្រឡាញ់	srɑ\.laɲ
ស្រអាប់	srɑ\.ʔap
ស្រអ៊ុក	srɑ\.ʔuk
ស្រអ៊ុម	srɑ\.ʔum
ស្រអ៊ុំ	srɑ\.ʔum
អង្កាញ់	ʔɑŋ\.kaɲ
អង្កាន់	ʔɑŋ\.kan
អង្កាល់	ʔɑŋ\.kal
អង្ក្រង	ʔɑŋ\.krɑɑŋ
អង្ក្រត	ʔɑŋ\.krɑɑt
អង្គ្រង	ʔɑŋ\.krɔɔŋ
អង្ឃាក់	ʔɑŋ\.kʰeak
អណ្ដាប់	ʔɑn\.ɗap
អន្ត្រត	ʔɑn\.trɑɑt
អន្ទាក់	ʔɑn\.teak
អន្ទ្រត	ʔɑn\.trɔɔt
អម្ចាស់	ʔɑm\.cah
កញ្ច្រង់	kɑɲ\.crɑŋ
កញ្ច្រឹក	kɑɲ\.crək
កញ្ច្រឺប	kɑɲ\.crəəp
កញ្ច្រែង	kɑɲ\.craeŋ
កញ្ជ្រក់	kɑɲ\.cruək
កញ្ជ្រឹល	kɑɲ\.crɨl
កញ្ជ្រូក	kɑɲ\.cruuk
កញ្ជ្រៀច	kɑɲ\.criəc
កញ្ជ្រៀប	kɑɲ\.criəp
កញ្ជ្រៀវ	kɑɲ\.criəw
កញ្ជ្រោក	kɑɲ\.crook
កញ្ជ្រោង	kɑɲ\.crooŋ
កញ្ជ្រោល	kɑɲ\.crool
កន្ត្រប់	kɑn\.trɑp
កន្ត្រាក	kɑn\.traak
កន្ត្រើយ	kɑn\.traəj
កន្ត្រែង	kɑn\.traeŋ
កន្ត្រោង	kɑn\.traoŋ
កន្ត្រោន	kɑn\.traon
កន្ទ្រង់	kɑn\.truŋ
កន្ទ្រាញ	kɑn\.trieɲ
កន្ទ្រាំ	kɑn\.troam
កន្ទ្រឹស	kɑn\.trɨh
កន្ទ្រុប	kɑn\.trup
កន្ទ្រុំ	kɑn\.trum
កន្ទ្រួក	kɑn\.truək
កន្ទ្រួប	kɑn\.truəp
កន្ទ្រើង	kɑn\.trəəŋ
កន្ទ្រែត	kɑn\.trɛɛt
កន្ទ្រោក	kɑn\.trook
ចង្ក្រង់	cɑŋ\.krɑŋ
ចង្ក្រត់	cɑŋ\.krɑt
ចង្ក្រាន	cɑŋ\.kraan
ចង្គ្រក់	cɑŋ\.kruək
ចង្គ្រាង	cɑŋ\.krieŋ
ចង្គ្រុង	cɑŋ\.kruŋ
ចង្គ្រោង	cɑŋ\.krooŋ
ទន្ទ្រាន	tun\.trien
ទន្ទ្រាម	tun\.triem
ទ្រទ្រង់	trɔ\.truŋ
បង្ក្រាប	ɓɑŋ\.kraap
បង្ក្រៀក	ɓɑŋ\.kriək
បង្គ្រប់	ɓɑŋ\.krup
បញ្ច្រាស	ɓɑɲ\.craah
បញ្ច្រិច	ɓɑɲ\.crəc
បញ្ច្រូច	ɓɑɲ\.crooc
បញ្ច្រោះ	ɓɑɲ\.crɑh
បញ្ជ្រាល	ɓɑɲ\.criel
បញ្ជ្រិះ	ɓɑɲ\.crih
បញ្ជ្រុល	ɓɑɲ\.crul
បញ្ជ្រួស	ɓɑɲ\.cruəh
បញ្រ្ជាប	ɓɑɲ\.rciep
បន្ទ្រេត	ɓɑn\.treet
បន្ទ្រោម	ɓɑn\.troom
បំព្រាត់	ɓɑm\.proat
បំភ្លាត់	ɓɑm\.ploat
បំភ្លាំង	ɓɑm\.pleaŋ
ប៉ប្រាច់	pɑ\.prac
ប៉ប្លាក់	pɑ\.plak
ប៉ប្លាច់	pɑ\.plac
ប៉ផ្ងាក់	pɑ\.pŋak
ប៉ផ្ញាច់	pɑ\.pɲac
ប្រគ្រីវ	prɑ\.kriiw
ប្រឆ្ងិត	prɑ\.cŋət
ប្រជ្រុយ	prɑ\.cruj
ប្រជ្រួស	prɑ\.cruəh
ប្រជ្រៀត	prɑ\.criət
ប្រឈ្លោះ	prɑ\.cluəh
ប្រផ្នូល	prɑ\.pnool
ប្រស្ដែង	prɑ\.sɗaeŋ
ប្រស្និត	prɑ\.snət
សង្ឃ្រាជ	sɑŋ\.kriec
សង្រ្គាជ	sɑŋ\.rkiec
សង្រ្គុប	sɑŋ\.rkup
អង្គ្រឺត	ʔɑŋ\.krɨɨt
អង្គ្លេស	ʔɑŋ\.kleeh
អន្ត្រឹក	ʔɑn\.trək
អន្ត្រុក	ʔɑn\.trok
អន្ត្រើក	ʔɑn\.traək
អន្ត្រោក	ʔɑn\.traok
អន្ទ្រក់	ʔɑn\.truək
អន្ទ្រាក	ʔɑn\.triek
អន្ទ្រាម	ʔɑn\.triem
អន្ទ្រឺត	ʔɑn\.trɨɨt
អន្ទ្រុក	ʔɑn\.truk
អន្ទ្រូត	ʔɑn\.truut
អន្ទ្រើត	ʔɑn\.trəət
អន្ទ្រើម	ʔɑn\.trəəm
កន្ត្រាក់	kɑn\.trak
ចង្គ្រាស់	cɑŋ\.kroah
ជញ្រ្ជាំង	cuɲ\.rceaŋ
បន្ទ្រាន់	ɓɑn\.troan
អន្ត្រាក់	ʔɑn\.trak
